DATA,SRAG,PNEUMONIA,INSUFICIENCIA RESPIRATORIA,SEPTICEMIA,AVC,CARDIOPATIA,CHOQUE CARDIOPATICO,AVC (COVID),INFARTO (COVID),INFARTO,SUBITA,INDETERMINADA,DEMAIS OBITOS,COVID19
2019-06-18,0.0,7.0,1.0,14.0,16.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,20.0,0.0
2019-06-19,0.0,12.0,3.0,9.0,12.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,23.0,0.0
2019-06-20,0.0,15.0,2.0,9.0,6.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,33.0,0.0
2019-06-21,0.0,21.0,3.0,9.0,7.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,29.0,0.0
2019-06-22,0.0,15.0,3.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0
2019-06-23,0.0,14.0,3.0,7.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0
2019-06-24,0.0,18.0,5.0,13.0,5.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0
2019-06-25,0.0,17.0,4.0,8.0,3.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,29.0,0.0
2019-06-26,0.0,17.0,2.0,9.0,7.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,31.0,0.0
2019-06-27,0.0,7.0,3.0,12.0,11.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,27.0,0.0
2019-06-28,0.0,10.0,1.0,11.0,10.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0
2019-06-29,0.0,10.0,3.0,10.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,26.0,0.0
2019-06-30,0.0,8.0,2.0,9.0,7.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,34.0,0.0
2019-07-01,0.0,15.0,4.0,11.0,7.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,34.0,0.0
2019-07-02,0.0,19.0,4.0,10.0,10.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,26.0,0.0
2019-07-03,0.0,13.0,3.0,12.0,12.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,21.0,0.0
2019-07-04,0.0,13.0,3.0,9.0,7.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,23.0,0.0
2019-07-05,0.0,15.0,4.0,9.0,7.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,24.0,0.0
2019-07-06,0.0,15.0,2.0,16.0,7.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,20.0,0.0
2019-07-07,0.0,8.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0
2019-07-08,0.0,12.0,2.0,11.0,9.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0
2019-07-09,0.0,4.0,2.0,10.0,4.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,17.0,0.0
2019-07-10,0.0,18.0,1.0,7.0,8.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,25.0,0.0
2019-07-11,0.0,12.0,5.0,7.0,6.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,17.0,0.0
2019-07-12,0.0,14.0,5.0,10.0,9.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,23.0,0.0
2019-07-13,1.0,22.0,2.0,8.0,11.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,24.0,0.0
2019-07-14,0.0,17.0,6.0,10.0,9.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,28.0,0.0
2019-07-15,0.0,12.0,4.0,6.0,8.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,19.0,0.0
2019-07-16,1.0,19.0,3.0,5.0,5.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,33.0,0.0
2019-07-17,0.0,12.0,6.0,8.0,8.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,22.0,0.0
2019-07-18,0.0,12.0,7.0,7.0,3.0,1.0,2.0,0.0,0.0,11.0,1.0,0.0,27.0,0.0
2019-07-19,0.0,18.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,20.0,0.0
2019-07-20,0.0,15.0,5.0,13.0,8.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,19.0,0.0
2019-07-21,0.0,19.0,2.0,13.0,8.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,24.0,0.0
2019-07-22,0.0,12.0,6.0,10.0,8.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0
2019-07-23,0.0,10.0,3.0,8.0,8.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,23.0,0.0
2019-07-24,0.0,13.0,5.0,13.0,4.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,24.0,0.0
2019-07-25,1.0,17.0,3.0,23.0,12.0,0.0,2.0,0.0,0.0,11.0,1.0,0.0,31.0,0.0
2019-07-26,1.0,11.0,1.0,11.0,10.0,0.0,6.0,0.0,0.0,8.0,1.0,0.0,30.0,0.0
2019-07-27,0.0,12.0,3.0,5.0,9.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,28.0,0.0
2019-07-28,0.0,13.0,5.0,6.0,4.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,28.0,0.0
2019-07-29,0.0,11.0,5.0,10.0,9.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,25.0,0.0
2019-07-30,0.0,14.0,5.0,8.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,18.0,0.0
